english	hindi
Rudrani	रुद्राणी
Rudrapriya	रुद्रप्रिया
Rugu	रुगु
Ruhi	रूही
Ruhika	रूहिका
Ruhin	रुहीन
Rujula	रूजुला
Rujuta	रुजुता
Rukan	रुकान
Rukhmini	रुख्मिनी
Rukma	रूक़मा
Rukmini	रुक्मिनी
Ruksana	रुक्साना
Ruma	रूमा
Runa	रुना
Rupa	रूपा
Rupal	रूपल
Rupali	रुपाली
Rupashi	रूपाशी
Rupashri	रूपाश्री
Rupasi	रुपासी
Rupeshwari	रुपेश्वरी
Rupi	रूपी
Rupika	रुपिका
Ruqaya	रुकाया
Rusham	रुषम
Rushda	रुश्दा
Ruth	रुथ
Rutva	रुत्वा
Ruwayda	रुवायदा

Saabir	साबिर
Saad	साद
Saahir	साहिर
Saajid	साजिद
Saalih	सालिह
Saariyah	सारियाह
Sabal	सबल
Sabarinathan	सबरिनाथन
Sabeeh	सबीह
Sabhya	सभ्या
Sabrang	सबरंग
Sacchidananda	सच्चिदानंदा
Sachchit	सच्चित
Sachet	सचेत
Sachetan	सचेतन
Sachh	सछ
Sachin	सचिन
Sachish	सचिश
Sachit	सचित
Sachiv	सचिव
Sadabindu	सदबिंदु
Sadaiappan	सदैअप्पन
Sadanand	सदानंद
Sadar	सादर
Sadashiv	सदाशिव
Sadashiva	सदाशिवा
Sadavir	सदाविर
Sadeepan	सदीपन
Sadeeq	सादीक
Sadgun	सद्गुण
Sadhan	साधन
Sadhil	सधिल
Sadiq	सादिक़
Sadiva	सदिवा
Sadru	सदरु
Saeed	सईद
Safal	सफल
Saffar	सफ्फर
Safiy	सफीय
Safwan	सफ्वान
Sagan	सगन
Sagar	सागर
Sagardutt	सागरदत्त
Sagun	सगुण
Sahaj	सहज
Sahar	सहर
Sahara	सहारा
Saharsh	सहर्ष
Sahas	साहस
Sahasrad	सहस्रद
Sahastrabahu	सहस्त्रबाहु
Sahastrajit	सहस्त्रजित
Sahasya	सहस्य
Sahat	सहत
Sahay	सहाय
Sahaya	सहाय
Sahdev	सहदेव
Sahen	सहेन
Sahib	साहिब
Sahil	साहिल
Sahir	साहिर
Sahishnu	सहिष्णु
Sai Satpurusha	साई सत्पुरुषा
SaiAmartya	साई अमर्त्य
Saicharan	साई चरण
SaiDeep	साई दीप
Saif	सैफ
SaiJeevadhara	साई जीवधरा
SaiKalakala	साई कलाकाला
SaiKalateeta	साई कलातीता
Saikiran	साई किरण
Sainath	साईनाथ
Saiprasad	साईप्रासाद
Saipratap	साईप्रताप
Sajal	सजल
Sajan	साजन
Sajiv	सजीव
Sajiva	सजीव
Sajjan	सज्जन
Saju	सजू
Sakaleshwar	सकलेश्वर
Sakar	साकार
Sakash	साक्ष
Saket	साकेत
Saketharaman	सकेथारमण
Sakshum	सक्षम
Salah	सलाह
Salah Udeen	सलाह उदीन
Salaj	सलज
Salaman	सलमान
Salarjung	सलारजुंग
Saleem	सलीम
Salem	सलेम
Salil	सलिल
Salim	सलीम
Salman	सलमान
Salokh	सलोख
Samabashiv	समबशिव
Samaj	समज
Samajas	समाजस
Samantha	समानता
Samanyu	समन्यु
Samar	समर
Samarendra	समरेन्द्र
Samarendu	समरेंदु
Samarjit	समरजीत
Samarpan	समर्पण
Samarth	समर्थ
Samavart	समवर्त
Sambaran	समबरण
Sambha	साम्भा
Sambhav	संभव
Sambhddha	समभ्द्धा
Sambit	संबित
Sambodh	सम्बोध
Sambuddha	सम्बुद्धा
Samdarshi	समदर्शी
Sameen	समीन
Sameep	समीप
Sameer	समीर
Sameeullah	समीउल्लाह
Samen	समेन
Samendra	समेंद्र
Samendu	समेंदु
Samesh	समेश
Samgram	संग्राम
Sami	सामी
Samik	समिक
Samil	सामिल
Samin	समीन
Samir	समीर
Samir	समीर
Samiran	समिरन
Sammad	सम्माद
Sammath	संमत
Sampat	संपत
Sampath	संपथ
Sampoorn	सम्पूर्ण
Samrat	सम्राट
Samrudh	समृद्ध
Samskara	सम्स्कारा
Samudra	समुद्रा
Samudragupta	समुद्रगुप्ता
Samudrasen	समुद्रासेन
Samvar	संवार
Samvath	संवत
Samyak	सम्यक
Sanabhi	सनाभी
Sanam	सनम
Sanat	सनत
Sanatan	सनातन
Sanatana	सनातना
Sanchay	संचय
Sanchit	संचित
Sandananda	संदानंदा
Sandeep	संदीप
Sandeepan	संदीपन
Sandeepen	संदीपेन
Sandesh	संदेश
Sandy	संदी
Sangupt	सनगुप्त
Sanhata	संता
Sanjan	संजन
Sanjay	संजय
Sanjeev	संजीव
Sanjh	सांझ
Sanjit	संजीत
Sanjith	सांजीत
Sanjiv	संजीव
Sanjivan	संजीवन
Sanjog	संजोग
Sankalp	संकल्प
Sankalpa	संकल्प
Sankara	संकरा
Sankarshan	संकर्षण
Sanket	संकेत
Sannath	संनाथ
Sannigdh	संनिग्ध
Sanobar	सनोबर
Sanshray	संश्रय
Sanskar	संस्कार
Santan	संतान
Santosh	संतोष
Sanurag	सनुराग
Sanwariya	साँवरिया
Sanyog	संयोग
Sapan	सपान
Saprathas	सप्रात्हस
Saptajit	सप्ताजित
Saptanshu	सप्तान्शु
Saptarishi	सप्तरीशी
Saquib	साक़ुब
Saral	सरल
Sarana	सरना
Sarandeep	सरनदीप
Sarang	सारंग
Saransh	सारांश
Saras	सारस
Sarasija	सारसिज़ा
Sarasvat	सरस्वत
Sarat	शरद
Saravana	सरवना
Saravanan	सरवनन
Sarbajit	सरबजीत
Sarfaraz	सरफ़राज़
Sargam	सरगम
Sarin	सारिन
Sarish	सारिश
Sarngin	सर्नगिन
Saroj	सरोज
Sarojin	सरोजिन
Sartaj	सरताज
Sarthak	सार्थक
Sarup	सरूप
Sarva	सर्व
Sarvad	सर्वद
Sarvadaman	सर्वदामन
Sarvadev	सर्वदेव
Sarvadharin	सर्वधारिन
Sarvag	सर्वाग
Sarvagny	सर्वगन्य
Sarvak	सर्वक
Sarvambh	सर्वाम्भ
Sarvanavel	सर्वनवेल
Sarvang	सर्वांग
Sarvapalaka	सर्वपलाका
Sarvashay	सर्वशय
Sarvavas	सर्ववास
Sarvendra	सर्वेन्द्र
Sarvesh	सर्वेश
Sarveshvara	सर्वेश्वर
Sarwar	सर्वर
Sashang	सशंग
Sashanth	सशंथ
Sashreek	सश्रीक
Sashwat	साश्वत
Sasi	ससी
Sasidhar	ससिधर
Sasmit	सस्मित
Sasta	सस्ता
Satadev	सतादेव
Satamanyu	सतामन्यु
Satanand	सतानंद
Satatya	सातत्य
Satayu	सतायु
Sateendra	सतींद्र
Satesh	सतेश
Sathi	साथी
Sathindar	सथिंदर
Sathinder	सथिन्दर
Satin	सतीन
Satinath	सतीनाथ
Satindra	सतींद्रा
Satish	सतीश
Satishchandra	सतीशचन्द्र
Satkartar	सत्कर्तर
Satpal	सतपाल
Satpati	सत्पती
Satrajit	सत्रजित
Satrijit	सत्रिजित
Satrujit	सत्रुजित
Satvamohan	सत्वमोहन
Satvat	सतवत
Satveer	सतवीर
Satvik	सात्विक
Satvinder	सतविंदर
Satyadarshi	सत्यादर्शी
Satyadev	सत्यदेव
Satyajit	सत्यजीत
Satyak	सत्यक
Satyakam	सत्यकाम
Satyaki	सत्यकी
Satyam	सत्यम
Satyamurty	सत्य मूर्ती
Satyanarayan	सत्यनारायण
Satyankar	सत्यंकर
Satyaprakash	सत्य प्रकाश
Satyapriya	सत्याप्रिया
Satyashill	सत्य शील
Satyashrawa	सत्याश्रवा
Satyavache	सत्यावाचे
Satyavan	सत्यवान
Satyavrat	सत्यव्रत
Satyavrata	सत्याव्रता
Satyen	सत्येन
Satyendra	सत्येन्द्र
Saubal	सौबल
Saubhadra	सुभद्रा
Saudeep	सौदीप
Saumit	सौमित
Saumitr	सौमित्र
Saumitra	सौमित्रा
Saunak	सौनक
Saurabh	सौरभ
Saurav	सौरव
Saurjyesh	सौरज्येश
Sava	सवा
Savanth	सवंत
Savar	सवार
Savir	साविर
Savit	सवित
Savitendra	सवितेंद्र
Savya	साव्य
Savya-sachi	साव्य-साची
Sawan	सावन
Sayam	सयम
Sayed	सयेद
Sayeshan	सयेशन
Sayf Udeen	सेफुदीन
Sayid	सईद
Seemanta	सीमान्ता
Sekhar	शेखर
Selvakumaran	सेल्वाकुमारन
Selvan	सेल्वन
Sena	सेना
Senajit	सेनाजित
Sendhil	सेंधिल
SendhilNathan	सेंधिल नाथन
Sengannan	सेंगंनान
Senmal	सेनमल
Senthamarai	सेंथमरई
Senthil	सेंथिल
Seshadri	सेशादरी
Setu	सेतु
Seva	सेवा
Sevak	सेवक
Shaady	शादी
Shabar	शबर
Shabir	शबीर
Shachin	शचीन
Shadab	शादाब
Shafeeq	शफीक
Shagun	शगुन
Shahalad	शहलाद
Shaheen	शाहीन
Shahid	शाहिद
Shail	शैल
Shaildhar	शैलधर
Shailen	शैलेन
Shailendra	शैलेन्द्र
Shailesh	शैलेश
Shaistakhan	शैस्ताखान
Shakib	शकीब
Shaktidhar	शक्तिधर
Shakuni	शकुनी
Shakunt	शाकुंत
Shakyasinha	शक्यासिंह
Shalabh	शलभ
Shalang	शालंग
Shaligram	शालिग्राम
Shalik	शालिक
Shalin	शालीन
Shalina	शालिना
Shalya	शल्य
Shamak	शामक
Shamakarn	शमाकर्ण
Shambhu	शंभू
Shameek	शमीक
Shami	शमी
Shamik	शमिक
Shamindra	शमिन्द्र
Shams	शम्स
Shamshad	शमशु
Shamshu	शमशु
Shan	शान
Shanay	शानए
Shandar	शानदार
Shandilya	शान्दिल्य
Shankar	शंकर
Shankarshan	शंकर्षण
Shankdhar	शंकधर
Shankh	शंख
Shankha	शंखा
Shankhapani	शंखापनी
Shankhi	शंखी
Shankhin	शंखिन
Shankir	शंकिर
Shanmukha	शन्मुखा
Shansa	शान्सा
Shant	शांत
Shantan	शांतन
Shantanav	शंतानव
Shantanu	शंतानु
Shantashil	शंतषील
Shantidev	शांतिदेव
Shantimay	शांतिमय
Shantinath	शांतिनाथ
Shantiprakash	शांतिप्रकाश
Shantipriya	शांतिप्रिया
Shanyu	शान्यु
Shaquita	शाकुइता
Sharad	शरद
Sharadchandra	शरदचंद्र
Sharadendu	शरादेंदु
Sharadindu	शरदींदु
Sharan	शरण
Sharang	शारंग
Sharat	शरत
Sharav	शारव
Shardul	शार्दुल
Shareef	शरीफ
Shareeq	शरीक
Shari	शरी
Shariq	शरीक़
Sharu	शरू
Sharvarish	शर्वरिश
Shashank	शशांक
Shashanka	शशांका
Shashi	शषी
Shashibhushan	शशीभूषण
Shashidhar	शशिधर
Shashikant	शशिकांत
Shashikar	शशिकर
Shashikiran	शशिकिरण
Shashimohan	शशिमोहन
Shashin	शाशिन
Shashipushpa	शशिपुश्पा
Shashish	शाशिश
Shashishekhar	शशिषेखर
Shashvata	शाश्वत
Shashwat	शाश्वत
Shatadru	शताद्रु
Shataneek	शतानीक
Shatayu	शतायु
Shatjit	शतजित
Shat-manyu	शत-मन्यु
Shat-padm	शत-पद्म
Shatrughan	शत्रुघ्न
Shatrughna	शत्रुघ्न
Shatrujit	शत्रुजीत
Shatrunjay	शत्रुन्जय
Shattesh	शत्तेश
Shauchin	शौचिन
Shaukat	शौकत
Shauna	शौना
Shaunak	शौनक
Shaurav	शौरव
Shauri	शौरी
Shaurya	शौर्य
Shay	शय
Shaylan	शयलन
Sheehan	शीहन
Sheetal	शीतल
Sheil	शेइल
Shekhar	शेखर
Shesanand	शेसानंद
Shesh	शेष
Sheshdhar	शेशधर
Shevantilal	शेवन्तीलाल
Shibhya	शिभ्य
Shibil	शिबिल
Shighra	शीघ्र
Shihab	शिहब
Shikha	शिखा
Shikhandin	शिखान्दीन
Shikhar	शिखर
Shilang	शिलांग
Shilish	शिलिश
Shimah	शिमाह
Shineyu	शिनेयु
Shinjan	शिंजन
Shipirist	शिपीरिस्त
Shirdi Prasad	शिरडी प्रसाद
Shirish	शिरश
Shirom	शिरोम
Shiromani	शिरोमणि
Shirshirchandra	शिर्शिरचंद्र
Shishir	शिशिर
Shishirchandra	शिशिर्चंद्र
Shishirkumar	शिशिरकुमार
Shishul	शिशुल
Shishupal	शिशुपाल
Shitikanth	शितिकंथ
Shitiz	शितिज़
Shiv	शिव
Shivadev	शिवदेव
Shivam	शिवम्
